,index,short_name,player_positions,overall,potential,age,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year,sex
3073,499,J. Zigiotti Olme,CDM,73,82,22,Sweden,Right,73.0,57.0,71.0,78.0,60.0,52.0,15,10,8,12,14,2021,F
3074,500,V. Gilles,CB,73,77,23,Canada,Right,59.0,51.0,50.0,41.0,74.0,77.0,8,10,9,14,12,2021,F
3075,501,Yao Wei,RM,73,82,22,China PR,Right,73.0,68.0,69.0,70.0,43.0,61.0,13,7,13,9,13,2021,F
3076,502,Yao Wei,CM,73,82,22,China PR,Right,73.0,68.0,69.0,70.0,43.0,61.0,13,7,13,9,13,2021,F
3077,503,Marta Cardona,RM,73,76,25,Spain,Right,68.0,65.0,72.0,71.0,26.0,52.0,15,6,5,15,11,2021,F
3078,504,Marta Cardona,RW,73,76,25,Spain,Right,68.0,65.0,72.0,71.0,26.0,52.0,15,6,5,15,11,2021,F
3079,505,L. Hurtig,LM,72,75,24,Sweden,Right,65.0,76.0,68.0,71.0,31.0,72.0,9,10,8,8,16,2021,F
3080,506,L. Hurtig,LW,72,75,24,Sweden,Right,65.0,76.0,68.0,71.0,31.0,72.0,9,10,8,8,16,2021,F
3081,507,E. Gielnik,RW,72,72,28,Australia,Right,78.0,68.0,65.0,74.0,26.0,68.0,13,9,17,15,15,2021,F
3082,508,E. Gielnik,LW,72,72,28,Australia,Right,78.0,68.0,65.0,74.0,26.0,68.0,13,9,17,15,15,2021,F
3083,509,E. Gielnik,ST,72,72,28,Australia,Right,78.0,68.0,65.0,74.0,26.0,68.0,13,9,17,15,15,2021,F
3084,510,B. Hassett,CAM,72,72,29,New Zealand,Left,77.0,69.0,71.0,73.0,37.0,57.0,13,7,14,7,17,2021,F
3085,511,B. Hassett,LM,72,72,29,New Zealand,Left,77.0,69.0,71.0,73.0,37.0,57.0,13,7,14,7,17,2021,F
3086,512,B. Hassett,RM,72,72,29,New Zealand,Left,77.0,69.0,71.0,73.0,37.0,57.0,13,7,14,7,17,2021,F
3087,513,D. Kerkdijk,CB,72,75,24,Netherlands,Right,69.0,43.0,54.0,56.0,73.0,75.0,9,10,15,14,14,2021,F
3088,514,I. Kaagman,CAM,72,75,24,Netherlands,Right,64.0,69.0,75.0,71.0,37.0,66.0,10,15,12,5,11,2021,F
3089,515,I. Kaagman,CM,72,75,24,Netherlands,Right,64.0,69.0,75.0,71.0,37.0,66.0,10,15,12,5,11,2021,F
3090,516,L. Agnew,RB,72,74,25,Canada,Right,74.0,68.0,63.0,66.0,70.0,72.0,16,15,8,7,7,2021,F
3091,517,S. Woeller,CB,72,72,29,Canada,Right,65.0,26.0,45.0,47.0,74.0,74.0,13,17,11,8,10,2021,F
3092,518,F. Maanum,CM,72,85,20,Norway,Right,77.0,60.0,72.0,78.0,55.0,50.0,13,17,15,9,17,2021,F
3093,519,F. Maanum,ST,72,85,20,Norway,Right,77.0,60.0,72.0,78.0,55.0,50.0,13,17,15,9,17,2021,F
3094,520,R. Bernal,LB,72,80,22,Mexico,Left,74.0,41.0,58.0,66.0,71.0,63.0,13,16,8,7,9,2021,F
3095,521,R. Bernal,CB,72,80,22,Mexico,Left,74.0,41.0,58.0,66.0,71.0,63.0,13,16,8,7,9,2021,F
3096,522,V. Risa,CM,72,77,24,Norway,Right,69.0,68.0,73.0,74.0,63.0,64.0,13,13,11,13,13,2021,F
3097,523,Mika Costinho,CAM,72,72,36,Brazil,Right,73.0,65.0,69.0,71.0,36.0,61.0,12,6,7,5,12,2021,F
3098,524,Mika Costinho,CM,72,72,36,Brazil,Right,73.0,65.0,69.0,71.0,36.0,61.0,12,6,7,5,12,2021,F
3099,525,Licinha Bardini,GK,72,72,32,Brazil,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,68,72,70,78,69,2021,F
3100,526,J. Fife,GK,72,80,24,Scotland,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,68,73,72,67,78,2021,F
3101,527,J. Falk,GK,72,76,27,Sweden,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,73,67,66,74,76,2021,F
3102,528,A. Nouwen,CB,72,79,21,Netherlands,Right,55.0,55.0,49.0,50.0,74.0,72.0,13,6,8,6,6,2021,F
3103,529,Tere Abelleira,CM,72,82,20,Spain,Right,63.0,63.0,73.0,69.0,53.0,63.0,14,10,11,11,13,2021,F
3104,530,Peke,ST,72,72,28,Spain,Right,73.0,79.0,48.0,69.0,20.0,58.0,12,13,14,10,6,2021,F
3105,531,T. Allen,RB,71,74,26,Australia,Right,77.0,47.0,65.0,57.0,69.0,77.0,14,17,16,14,13,2021,F
3106,532,G. Simon,LB,71,71,29,Australia,Left,82.0,57.0,68.0,65.0,66.0,70.0,16,16,7,14,16,2021,F
3107,533,G. Simon,LW,71,71,29,Australia,Left,82.0,57.0,68.0,65.0,66.0,70.0,16,16,7,14,16,2021,F
3108,534,E. Thorsnes,ST,71,71,31,Norway,Right,69.0,62.0,68.0,74.0,64.0,85.0,10,16,12,16,13,2021,F
3109,535,E. Thorsnes,LB,71,71,31,Norway,Right,69.0,62.0,68.0,74.0,64.0,85.0,10,16,12,16,13,2021,F
3110,536,A. Sønstevold,CB,71,73,28,Norway,Right,68.0,22.0,28.0,44.0,77.0,65.0,11,12,9,16,13,2021,F
3111,537,A. Romero,CB,71,72,27,Mexico,Right,76.0,38.0,60.0,66.0,74.0,65.0,13,12,13,16,13,2021,F
3112,538,A. Romero,RB,71,72,27,Mexico,Right,76.0,38.0,60.0,66.0,74.0,65.0,13,12,13,16,13,2021,F
3113,539,B. Sierra,CB,71,73,28,Mexico,Right,75.0,34.0,59.0,62.0,72.0,75.0,12,8,13,15,13,2021,F
3114,540,Y. Franco,CAM,71,71,27,Mexico,Right,70.0,63.0,69.0,73.0,65.0,66.0,17,15,14,9,9,2021,F
3115,541,S. Hansen,RB,71,76,24,Norway,Right,64.0,61.0,57.0,64.0,68.0,58.0,7,11,8,9,15,2021,F
3116,542,S. Hansen,LB,71,76,24,Norway,Right,64.0,61.0,57.0,64.0,68.0,58.0,7,11,8,9,15,2021,F
3117,543,V. Esson,GK,71,73,29,New Zealand,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,72,66,72,71,76,2021,F
3118,544,O. Chance,RM,71,72,26,New Zealand,Right,87.0,53.0,65.0,72.0,43.0,48.0,12,13,12,12,15,2021,F
3119,545,O. Chance,LM,71,72,26,New Zealand,Right,87.0,53.0,65.0,72.0,43.0,48.0,12,13,12,12,15,2021,F
3120,546,M. Kelly,LM,71,71,28,Canada,Left,76.0,62.0,68.0,70.0,38.0,56.0,13,15,14,14,14,2021,F
3121,547,M. Kelly,LW,71,71,28,Canada,Left,76.0,62.0,68.0,70.0,38.0,56.0,13,15,14,14,14,2021,F
3122,548,M. Flores,LB,71,78,24,Mexico,Left,76.0,56.0,59.0,67.0,69.0,45.0,11,13,17,14,13,2021,F
3123,549,Xu Huan,GK,71,79,21,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,69,73,68,72,2021,F
3124,550,V. Pelova,CAM,71,84,21,Netherlands,Right,73.0,68.0,66.0,75.0,35.0,52.0,12,17,7,14,16,2021,F
3125,551,V. Pelova,CM,71,84,21,Netherlands,Right,73.0,68.0,66.0,75.0,35.0,52.0,12,17,7,14,16,2021,F
3126,552,A. Godínez,GK,71,76,26,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,73,71,70,75,71,2021,F
3127,553,S. Lynn,GK,71,71,34,Scotland,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,70,66,76,69,72,2021,F
3128,554,Song Duan,CM,70,75,24,China PR,Right,72.0,69.0,60.0,71.0,69.0,63.0,8,10,16,15,12,2021,F
3129,555,Song Duan,CDM,70,75,24,China PR,Right,72.0,69.0,60.0,71.0,69.0,63.0,8,10,16,15,12,2021,F
3130,556,K. Nieto,CM,70,74,25,Mexico,Right,78.0,57.0,66.0,75.0,70.0,54.0,17,8,12,14,11,2021,F
3131,557,K. Nieto,RM,70,74,25,Mexico,Right,78.0,57.0,66.0,75.0,70.0,54.0,17,8,12,14,11,2021,F
3132,558,K. Nieto,LM,70,74,25,Mexico,Right,78.0,57.0,66.0,75.0,70.0,54.0,17,8,12,14,11,2021,F
3133,559,K. Rood,LW,70,70,27,New Zealand,Right,80.0,66.0,64.0,71.0,31.0,52.0,12,10,11,15,11,2021,F
3134,560,K. Rood,ST,70,70,27,New Zealand,Right,80.0,66.0,64.0,71.0,31.0,52.0,12,10,11,15,11,2021,F
3135,561,K. Rood,CAM,70,70,27,New Zealand,Right,80.0,66.0,64.0,71.0,31.0,52.0,12,10,11,15,11,2021,F
3136,562,L. Kop,GK,70,76,22,Netherlands,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,71,60,69,73,73,2021,F
3137,563,A. Anvegård,ST,70,79,23,Sweden,Right,75.0,73.0,64.0,73.0,41.0,55.0,15,5,13,8,14,2021,F
3138,564,J. Huitema,ST,70,80,19,Canada,Right,77.0,72.0,52.0,72.0,19.0,55.0,6,12,11,7,10,2021,F
3139,565,A. Weerden,LW,70,77,21,Netherlands,Left,82.0,68.0,61.0,73.0,34.0,63.0,7,11,14,5,6,2021,F
3140,566,A. Weerden,ST,70,77,21,Netherlands,Left,82.0,68.0,61.0,73.0,34.0,63.0,7,11,14,5,6,2021,F
3141,567,L. Mercado,CDM,69,69,31,Mexico,Right,56.0,50.0,61.0,66.0,67.0,68.0,9,13,9,13,6,2021,F
3142,568,L. Mercado,CM,69,69,31,Mexico,Right,56.0,50.0,61.0,66.0,67.0,68.0,9,13,9,13,6,2021,F
3143,569,R. Cuéllar,ST,69,69,30,Mexico,Right,69.0,71.0,52.0,68.0,26.0,62.0,16,15,16,8,7,2021,F
3144,570,S. Reinås,CB,69,74,25,Norway,Right,65.0,25.0,45.0,44.0,72.0,64.0,13,8,16,8,9,2021,F
3145,571,Wang Yan,CB,69,70,28,China PR,Right,74.0,44.0,53.0,57.0,69.0,72.0,9,14,10,8,7,2021,F
3146,572,Li Wen,CM,69,69,31,China PR,Right,63.0,63.0,63.0,67.0,60.0,60.0,6,11,7,7,7,2021,F
3147,573,Li Wen,CAM,69,69,31,China PR,Right,63.0,63.0,63.0,67.0,60.0,60.0,6,11,7,7,7,2021,F
3148,574,Luo Guiping,CDM,69,72,27,China PR,Right,63.0,31.0,62.0,57.0,63.0,63.0,8,8,7,9,12,2021,F
3149,575,I. González,GK,69,74,25,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,67,74,67,73,72,2021,F
3150,576,P. Morroni,LB,69,77,22,France,Left,81.0,34.0,61.0,62.0,63.0,57.0,5,8,13,10,9,2021,F
3151,577,N. Ezurike,ST,68,68,28,Canada,Right,68.0,65.0,57.0,68.0,22.0,68.0,15,16,8,15,15,2021,F
3152,578,A. Luik,CDM,68,68,35,Australia,Right,68.0,56.0,60.0,65.0,63.0,80.0,13,14,12,8,15,2021,F
3153,579,A. Luik,CB,68,68,35,Australia,Right,68.0,56.0,60.0,65.0,63.0,80.0,13,14,12,8,15,2021,F
3154,580,P. Satchell,LW,68,76,22,New Zealand,Left,91.0,56.0,62.0,67.0,29.0,49.0,11,9,16,11,12,2021,F
3155,581,P. Satchell,LM,68,76,22,New Zealand,Left,91.0,56.0,62.0,67.0,29.0,49.0,11,9,16,11,12,2021,F
3156,582,J. Hellstrom,RM,68,70,25,Canada,Right,79.0,57.0,58.0,73.0,45.0,58.0,9,7,7,8,9,2021,F
3157,583,J. Hellstrom,LM,68,70,25,Canada,Right,79.0,57.0,58.0,73.0,45.0,58.0,9,7,7,8,9,2021,F
3158,584,A. Eikeland,RM,68,71,24,Norway,Right,75.0,66.0,63.0,67.0,24.0,52.0,6,6,13,13,13,2021,F
3159,585,A. Eikeland,LM,68,71,24,Norway,Right,75.0,66.0,63.0,67.0,24.0,52.0,6,6,13,13,13,2021,F
3160,586,Liu Yanqiu,CM,68,74,24,China PR,Right,61.0,59.0,62.0,66.0,62.0,60.0,10,13,10,8,6,2021,F
3161,587,Wang Ying,CB,68,75,22,China PR,Right,59.0,23.0,35.0,39.0,70.0,66.0,9,10,14,10,13,2021,F
3162,588,L. Wilms,RB,68,80,19,Netherlands,Right,66.0,33.0,54.0,61.0,66.0,71.0,7,10,13,15,11,2021,F
3163,589,B. Campos,CDM,67,70,26,Mexico,Right,71.0,58.0,59.0,65.0,65.0,61.0,9,15,14,7,6,2021,F
3164,590,B. Campos,CM,67,70,26,Mexico,Right,71.0,58.0,59.0,65.0,65.0,61.0,9,15,14,7,6,2021,F
3165,591,J. Orejel,CB,67,72,23,Mexico,Right,37.0,27.0,42.0,36.0,65.0,78.0,14,13,17,13,14,2021,F
3166,592,A. Mikalsen,GK,67,75,24,Norway,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,67,66,64,66,69,2021,F
3167,593,A. Iturbide,ST,67,68,27,Mexico,Left,65.0,69.0,56.0,66.0,29.0,63.0,9,11,11,11,7,2021,F
3168,594,J. McCormick,CB,67,72,25,Australia,Right,67.0,26.0,48.0,64.0,67.0,77.0,6,15,6,7,12,2021,F
3169,595,G. Pettersen,GK,67,69,28,Norway,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,70,65,66,62,71,2021,F
3170,596,S. Skilton,RW,66,69,25,New Zealand,Right,73.0,65.0,56.0,66.0,64.0,57.0,13,13,10,14,15,2021,F
3171,597,S. Skilton,RWB,66,69,25,New Zealand,Right,73.0,65.0,56.0,66.0,64.0,57.0,13,13,10,14,15,2021,F
3172,598,S. Skilton,ST,66,69,25,New Zealand,Right,73.0,65.0,56.0,66.0,64.0,57.0,13,13,10,14,15,2021,F
3173,599,N. Olla,GK,66,79,20,New Zealand,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,65,62,69,61,67,2021,F
3174,600,S. Morton,LB,66,74,21,New Zealand,Right,65.0,37.0,57.0,58.0,69.0,62.0,15,11,7,15,11,2021,F
3175,601,S. Morton,CB,66,74,21,New Zealand,Right,65.0,37.0,57.0,58.0,69.0,62.0,15,11,7,15,11,2021,F
3176,602,S. Hovland,CB,66,67,29,Norway,Right,71.0,29.0,48.0,52.0,70.0,60.0,7,9,12,9,13,2021,F
3177,603,T. Micah,GK,66,75,22,Australia,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,68,65,69,72,70,2021,F
3178,604,K. Roestbakken,LB,66,84,19,Australia,Right,74.0,31.0,46.0,67.0,65.0,59.0,14,6,12,10,12,2021,F
3179,605,K. Roestbakken,RB,66,84,19,Australia,Right,74.0,31.0,46.0,67.0,65.0,59.0,14,6,12,10,12,2021,F
3180,606,N. Stratford,CB,66,66,31,New Zealand,Right,57.0,25.0,43.0,44.0,66.0,72.0,14,8,12,12,5,2021,F
3181,607,C. Bunge,CB,66,76,20,New Zealand,Right,69.0,33.0,44.0,54.0,69.0,68.0,7,13,7,7,9,2021,F
3182,608,M. van der Meer,LB,66,83,18,New Zealand,Left,72.0,38.0,60.0,62.0,64.0,56.0,13,9,13,6,6,2021,F
3183,609,M. van der Meer,LWB,66,83,18,New Zealand,Left,72.0,38.0,60.0,62.0,64.0,56.0,13,9,13,6,6,2021,F
3184,0,L. Bronze,RB,92,92,29,England,Right,86.0,61.0,70.0,81.0,89.0,84.0,10,14,16,8,15,2022,F
3185,1,L. Bronze,CM,92,92,29,England,Right,86.0,61.0,70.0,81.0,89.0,84.0,10,14,16,8,15,2022,F
3186,2,W. Renard,CB,92,92,30,France,Right,68.0,70.0,62.0,73.0,91.0,88.0,7,14,17,11,15,2022,F
3187,3,V. Miedema,ST,92,93,24,Netherlands,Right,81.0,93.0,75.0,88.0,32.0,79.0,14,16,17,14,17,2022,F
3188,4,S. Kerr,ST,91,91,27,Australia,Right,87.0,90.0,72.0,91.0,39.0,80.0,7,12,8,16,13,2022,F
3189,5,S. Kerr,LW,91,91,27,Australia,Right,87.0,90.0,72.0,91.0,39.0,80.0,7,12,8,16,13,2022,F
3190,6,A. Morgan,ST,90,90,31,United States,Left,86.0,88.0,74.0,86.0,43.0,71.0,11,11,10,10,11,2022,F
3191,7,D. Marozsán,CAM,90,90,29,Germany,Right,82.0,86.0,90.0,89.0,55.0,76.0,8,10,15,9,12,2022,F
3192,8,D. Marozsán,LM,90,90,29,Germany,Right,82.0,86.0,90.0,89.0,55.0,76.0,8,10,15,9,12,2022,F
3193,9,D. Marozsán,CM,90,90,29,Germany,Right,82.0,86.0,90.0,89.0,55.0,76.0,8,10,15,9,12,2022,F
3194,10,M. Rapinoe,LW,90,90,35,United States,Right,71.0,87.0,90.0,89.0,49.0,66.0,15,12,14,14,11,2022,F
3195,11,M. Rapinoe,LM,90,90,35,United States,Right,71.0,87.0,90.0,89.0,49.0,66.0,15,12,14,14,11,2022,F
3196,12,T. Heath,RW,90,90,33,United States,Right,77.0,79.0,89.0,93.0,36.0,64.0,12,7,7,16,8,2022,F
3197,13,T. Heath,CAM,90,90,33,United States,Right,77.0,79.0,89.0,93.0,36.0,64.0,12,7,7,16,8,2022,F
3198,14,T. Heath,LW,90,90,33,United States,Right,77.0,79.0,89.0,93.0,36.0,64.0,12,7,7,16,8,2022,F
3199,15,C. Hansen,RM,90,91,26,Norway,Right,87.0,83.0,86.0,89.0,45.0,75.0,17,11,15,13,9,2022,F
3200,16,C. Hansen,CAM,90,91,26,Norway,Right,87.0,83.0,86.0,89.0,45.0,75.0,17,11,15,13,9,2022,F
3201,17,C. Hansen,ST,90,91,26,Norway,Right,87.0,83.0,86.0,89.0,45.0,75.0,17,11,15,13,9,2022,F
3202,18,A. Henry,CDM,90,90,31,France,Right,74.0,78.0,79.0,80.0,88.0,88.0,11,13,15,14,7,2022,F
3203,19,A. Henry,CM,90,90,31,France,Right,74.0,78.0,79.0,80.0,88.0,88.0,11,13,15,14,7,2022,F
3204,20,J. Ertz,CDM,89,89,29,United States,Right,77.0,66.0,80.0,75.0,87.0,85.0,12,11,9,15,13,2022,F
3205,21,J. Ertz,CB,89,89,29,United States,Right,77.0,66.0,80.0,75.0,87.0,85.0,12,11,9,15,13,2022,F
3206,22,C. Sinclair,ST,89,89,38,Canada,Right,72.0,89.0,85.0,85.0,37.0,80.0,17,9,7,12,8,2022,F
3207,23,C. Sinclair,CAM,89,89,38,Canada,Right,72.0,89.0,85.0,85.0,37.0,80.0,17,9,7,12,8,2022,F
3208,24,E. Le Sommer,ST,89,89,32,France,Right,81.0,91.0,74.0,84.0,41.0,70.0,17,9,13,12,14,2022,F
3209,25,E. Le Sommer,LW,89,89,32,France,Right,81.0,91.0,74.0,84.0,41.0,70.0,17,9,13,12,14,2022,F
3210,26,E. Le Sommer,CAM,89,89,32,France,Right,81.0,91.0,74.0,84.0,41.0,70.0,17,9,13,12,14,2022,F
3211,27,L. Martens,LW,89,89,28,Netherlands,Right,81.0,87.0,86.0,89.0,41.0,72.0,7,9,13,16,16,2022,F
3212,28,L. Martens,CAM,89,89,28,Netherlands,Right,81.0,87.0,86.0,89.0,41.0,72.0,7,9,13,16,16,2022,F
3213,29,B. Sauerbrunn,CB,88,88,36,United States,Right,73.0,37.0,62.0,63.0,88.0,85.0,15,12,7,10,11,2022,F
3214,30,B. Sauerbrunn,RB,88,88,36,United States,Right,73.0,37.0,62.0,63.0,88.0,85.0,15,12,7,10,11,2022,F
3215,31,A. Popp,ST,88,88,30,Germany,Right,82.0,87.0,77.0,81.0,48.0,85.0,12,14,13,7,14,2022,F
3216,32,A. Popp,LM,88,88,30,Germany,Right,82.0,87.0,77.0,81.0,48.0,85.0,12,14,13,7,14,2022,F
3217,33,F. Kirby,CAM,88,88,28,England,Right,87.0,88.0,76.0,88.0,50.0,62.0,13,9,12,16,16,2022,F
3218,34,F. Kirby,ST,88,88,28,England,Right,87.0,88.0,76.0,88.0,50.0,62.0,13,9,12,16,16,2022,F
3219,35,F. Kirby,CM,88,88,28,England,Right,87.0,88.0,76.0,88.0,50.0,62.0,13,9,12,16,16,2022,F
3220,36,Jenni Hermoso,ST,87,87,31,Spain,Left,78.0,90.0,80.0,85.0,47.0,71.0,13,13,16,13,14,2022,F
3221,37,Jenni Hermoso,CAM,87,87,31,Spain,Left,78.0,90.0,80.0,85.0,47.0,71.0,13,13,16,13,14,2022,F
3222,38,Jenni Hermoso,CF,87,87,31,Spain,Left,78.0,90.0,80.0,85.0,47.0,71.0,13,13,16,13,14,2022,F
3223,39,S. Däbritz,CM,87,89,26,Germany,Left,82.0,79.0,83.0,87.0,69.0,72.0,13,14,16,11,16,2022,F
3224,40,S. Däbritz,LM,87,89,26,Germany,Left,82.0,79.0,83.0,87.0,69.0,72.0,13,14,16,11,16,2022,F
3225,41,S. Däbritz,CAM,87,89,26,Germany,Left,82.0,79.0,83.0,87.0,69.0,72.0,13,14,16,11,16,2022,F
3226,42,A. Majri,LM,87,87,28,France,Left,83.0,69.0,85.0,87.0,85.0,80.0,10,16,12,14,10,2022,F
3227,43,A. Majri,LB,87,87,28,France,Left,83.0,69.0,85.0,87.0,85.0,80.0,10,16,12,14,10,2022,F
3228,44,L. Horan,CAM,87,88,27,United States,Right,79.0,86.0,85.0,83.0,59.0,76.0,7,15,13,9,11,2022,F
3229,45,L. Horan,CM,87,88,27,United States,Right,79.0,86.0,85.0,83.0,59.0,76.0,7,15,13,9,11,2022,F
3230,46,K. Little,CAM,87,87,31,Scotland,Right,77.0,84.0,86.0,86.0,43.0,69.0,12,5,6,10,6,2022,F
3231,47,K. Little,CM,87,87,31,Scotland,Right,77.0,84.0,86.0,86.0,43.0,69.0,12,5,6,10,6,2022,F
3232,48,C. Press,ST,86,86,32,United States,Right,85.0,86.0,76.0,83.0,45.0,73.0,15,14,9,11,11,2022,F
3233,49,C. Press,LW,86,86,32,United States,Right,85.0,86.0,76.0,83.0,45.0,73.0,15,14,9,11,11,2022,F
3234,50,C. Press,RW,86,86,32,United States,Right,85.0,86.0,76.0,83.0,45.0,73.0,15,14,9,11,11,2022,F
3235,51,A. Naeher,GK,86,86,33,United States,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,86,78,80,85,89,2022,F
3236,52,C. Dunn,LB,86,86,28,United States,Right,83.0,76.0,80.0,81.0,83.0,63.0,12,13,9,8,16,2022,F
3237,53,C. Dunn,RB,86,86,28,United States,Right,83.0,76.0,80.0,81.0,83.0,63.0,12,13,9,8,16,2022,F
3238,54,C. Dunn,LM,86,86,28,United States,Right,83.0,76.0,80.0,81.0,83.0,63.0,12,13,9,8,16,2022,F
3239,55,S. Mewis,CM,86,86,28,United States,Right,68.0,76.0,82.0,80.0,77.0,84.0,12,17,17,15,12,2022,F
3240,56,S. Mewis,CDM,86,86,28,United States,Right,68.0,76.0,82.0,80.0,77.0,84.0,12,17,17,15,12,2022,F
3241,57,N. Fischer,CB,86,86,36,Sweden,Right,48.0,44.0,66.0,58.0,86.0,82.0,11,8,15,10,12,2022,F
3242,58,C. Seger,CM,86,86,36,Sweden,Right,49.0,80.0,82.0,79.0,80.0,77.0,15,8,14,17,12,2022,F
3243,59,C. Seger,CDM,86,86,36,Sweden,Right,49.0,80.0,82.0,79.0,80.0,77.0,15,8,14,17,12,2022,F
3244,60,S. Bouhaddi,GK,86,86,34,France,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,87,76,77,85,87,2022,F
3245,61,K. O'Hara,RB,85,85,32,United States,Right,81.0,65.0,69.0,79.0,83.0,71.0,14,11,15,12,8,2022,F
3246,62,K. O'Hara,LB,85,85,32,United States,Right,81.0,65.0,69.0,79.0,83.0,71.0,14,11,15,12,8,2022,F
3247,63,S. Houghton,CB,85,85,33,England,Right,58.0,63.0,63.0,66.0,85.0,83.0,11,9,15,12,7,2022,F
3248,64,M. Eriksson,LB,85,85,27,Sweden,Left,76.0,33.0,76.0,71.0,84.0,83.0,7,17,12,10,9,2022,F
3249,65,M. Eriksson,CB,85,85,27,Sweden,Left,76.0,33.0,76.0,71.0,84.0,83.0,7,17,12,10,9,2022,F
3250,66,Alexia Putellas,LM,85,85,27,Spain,Left,77.0,83.0,82.0,84.0,69.0,70.0,15,17,11,15,10,2022,F
3251,67,Alexia Putellas,RM,85,85,27,Spain,Left,77.0,83.0,82.0,84.0,69.0,70.0,15,17,11,15,10,2022,F
3252,68,Alexia Putellas,CM,85,85,27,Spain,Left,77.0,83.0,82.0,84.0,69.0,70.0,15,17,11,15,10,2022,F
3253,69,R. Lavelle,CAM,85,88,26,United States,Left,80.0,78.0,80.0,85.0,46.0,60.0,16,8,13,11,10,2022,F
3254,70,R. Lavelle,CM,85,88,26,United States,Left,80.0,78.0,80.0,85.0,46.0,60.0,16,8,13,11,10,2022,F
3255,71,R. Lavelle,LB,85,88,26,United States,Left,80.0,78.0,80.0,85.0,46.0,60.0,16,8,13,11,10,2022,F
3256,72,J. Groenen,CM,85,86,26,Netherlands,Right,82.0,68.0,85.0,87.0,68.0,76.0,13,11,7,16,7,2022,F
3257,73,J. Groenen,CAM,85,86,26,Netherlands,Right,82.0,68.0,85.0,87.0,68.0,76.0,13,11,7,16,7,2022,F
3258,74,I. Engen,CM,85,90,23,Norway,Right,76.0,73.0,82.0,83.0,82.0,83.0,11,14,12,14,8,2022,F
3259,75,I. Engen,CDM,85,90,23,Norway,Right,76.0,73.0,82.0,83.0,82.0,83.0,11,14,12,14,8,2022,F
3260,76,A. Harris,GK,84,84,35,United States,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,85,80,78,81,84,2022,F
3261,77,K. Asllani,CAM,84,84,31,Sweden,Right,77.0,79.0,79.0,87.0,46.0,55.0,12,12,7,11,12,2022,F
3262,78,K. Asllani,CM,84,84,31,Sweden,Right,77.0,79.0,79.0,87.0,46.0,55.0,12,12,7,11,12,2022,F
3263,79,K. Asllani,ST,84,84,31,Sweden,Right,77.0,79.0,79.0,87.0,46.0,55.0,12,12,7,11,12,2022,F
3264,80,L. Benkarth,GK,84,84,28,Germany,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,85,85,85,82,81,2022,F
3265,81,S. Huth,RM,84,84,30,Germany,Right,86.0,73.0,81.0,86.0,57.0,58.0,17,10,7,12,10,2022,F
3266,82,S. Huth,ST,84,84,30,Germany,Right,86.0,73.0,81.0,86.0,57.0,58.0,17,10,7,12,10,2022,F
3267,83,S. Huth,LM,84,84,30,Germany,Right,86.0,73.0,81.0,86.0,57.0,58.0,17,10,7,12,10,2022,F
3268,84,K. Buchanan,CB,84,87,25,Canada,Right,80.0,37.0,51.0,69.0,84.0,86.0,13,17,9,10,17,2022,F
3269,85,D. Cascarino,RM,84,89,24,France,Right,94.0,72.0,76.0,86.0,27.0,56.0,14,16,12,15,11,2022,F
3270,86,D. Cascarino,RW,84,89,24,France,Right,94.0,72.0,76.0,86.0,27.0,56.0,14,16,12,15,11,2022,F
3271,87,A. Erceg,CB,84,84,31,New Zealand,Right,61.0,51.0,62.0,67.0,86.0,81.0,11,11,5,8,11,2022,F
